name,state,state_code
Aaniiih Nakoda College,Montana,MT
Abilene Christian University,Texas,TX
Abraham Baldwin Agricultural College,Georgia,GA
Academy College,Minnesota,MN
Academy of Art University,California,CA
Adams State University,Colorado,CO
Adelphi University,New York,NY
Adirondack Community College,New York,NY
Adrian College,Michigan,MI
Advanced Technology Institute,Virginia,VA
Adventist University of Health Sciences,Florida,FL
Agnes Scott College,Georgia,GA
Aiken Technical College,South Carolina,SC
Aims Community College,Colorado,CO
Alabama Agricultural and Mechanical University,Alabama,AL
Alabama Southern Community College,Alabama,AL
Alabama State University,Alabama,AL
Alamance Community College,North Carolina,NC
Alaska Bible College,Alaska,AK
Alaska Pacific University,Alaska,AK
Albany College of Pharmacy and Health Sciences,New York,NY
Albany State University,Georgia,GA
Albany Technical College,Georgia,GA
Albertus Magnus College,Connecticut,CT
Albion College,Michigan,MI
Albright College,Pennsylvania,PA
Alcorn State University,Mississippi,MS
Alderson-Broaddus University,West Virginia,WV
Alexandria Technical and Community College,Minnesota,MN
Alfred University,New York,NY
Allan Hancock College,California,CA
Allegany College of Maryland,Maryland,MD
Allegheny College,Pennsylvania,PA
Allegheny Wesleyan College,Ohio,OH
Allen College,Iowa,IA
Allen County Community College,Kansas,KS
Allen University,South Carolina,SC
Alliant International University,California,CA
Alma College,Michigan,MI
Alpena Community College,Michigan,MI
Alvernia University,Pennsylvania,PA
Alverno College,Wisconsin,WI
Alvin Community College,Texas,TX
Amarillo College,Texas,TX
Amberton University,Texas,TX
American Academy McAllister Institute of Funeral Service,New York,NY
American Academy of Art,Illinois,IL
American Academy of Dramatic Arts,New York,NY
American Academy of Dramatic Arts: West,California,CA
American Baptist College,Tennessee,TN
American Indian College of the Assemblies of God,Arizona,AZ
American International College,Massachusetts,MA
American Jewish University,California,CA
American National University: Charlottesville,Virginia,VA
American National University: Danville,Virginia,VA
American National University: Harrisonburg,Virginia,VA
American National University: Lynchburg,Virginia,VA
American National University: Martinsville,Virginia,VA
American National University: Salem,Virginia,VA
American  University SystemFor-profit,West Virginia,WV
American River College,California,CA
American Samoa Community College,,AS
American University,,DC
American University of Puerto Rico,,PR
Amherst College,Massachusetts,MA
Amridge University,Alabama,AL
Ancilla College,Indiana,IN
Anderson University,South Carolina,SC
Anderson University,Indiana,IN
Andrew College,Georgia,GA
Andrews University,Michigan,MI
Angelina College,Texas,TX
Angelo State University,Texas,TX
Anna Maria College,Massachusetts,MA
Anne Arundel Community College,Maryland,MD
Anoka Technical College,Minnesota,MN
Anoka-Ramsey Community College,Minnesota,MN
Antelope Valley College,California,CA
Antioch College,Ohio,OH
Antioch University Los Angeles,California,CA
Antioch University Midwest,Ohio,OH
Antioch University Santa Barbara,California,CA
Antioch University Seattle,Washington,WA
Apex School of Theology,North Carolina,NC
Appalachian Bible College,West Virginia,WV
Appalachian State University,North Carolina,NC
Aquinas College,Michigan,MI
Aquinas College,Tennessee,TN
Arapahoe Community College,Colorado,CO
Arcadia University,Pennsylvania,PA
Arizona Christian University,Arizona,AZ
Arizona State University,Arizona,AZ
Arizona Western College,Arizona,AZ
Arkansas Baptist College,Arkansas,AR
Arkansas Northeastern College,Arkansas,AR
Arkansas State University,Arkansas,AR
Arkansas State University Mid-South,Arkansas,AR
Arkansas State University: Beebe,Arkansas,AR
Arkansas State University: Mountain Home,Arkansas,AR
Arkansas State University: Newport,Arkansas,AR
Arkansas Tech University,Arkansas,AR
Arlington Baptist University,Texas,TX
Armstrong State University,Georgia,GA
Art Academy of Cincinnati,Ohio,OH
Art Center College of Design,California,CA
Art Institute of Houston,Texas,TX
Art Institute of Philadelphia,Pennsylvania,PA
Art Institute of Phoenix,Arizona,AZ
Art Institute of Pittsburgh,Pennsylvania,PA
ASA College,New York,NY
Asbury University,Kentucky,KY
Asheville-Buncombe Technical Community College,North Carolina,NC
Ashford University,California,CA
Ashland Community and Technical College,Kentucky,KY
Ashland University,Ohio,OH
Ashworth College,Georgia,GA
Asnuntuck Community College,Connecticut,CT
Assumption College,Massachusetts,MA
Assumption College for Sisters,New Jersey,NJ
Athens State University,Alabama,AL
Athens Technical College,Georgia,GA
Atlanta Metropolitan State College,Georgia,GA
Atlanta Technical College,Georgia,GA
Atlantic Cape Community College,New Jersey,NJ
Atlantic University College,,PR
Auburn University,Alabama,AL
Auburn University at Montgomery,Alabama,AL
Augsburg University,Minnesota,MN
Augusta Technical College,Georgia,GA
Augusta University,Georgia,GA
Augustana College,Illinois,IL
Augustana University,South Dakota,SD
Aultman College of Nursing and Health Sciences,Ohio,OH
Aurora University,Illinois,IL
Austin College,Texas,TX
Austin Community College,Texas,TX
Austin Graduate School of Theology,Texas,TX
Austin Peay State University,Tennessee,TN
Ave Maria University,Florida,FL
Averett University,Virginia,VA
Avila University,Missouri,MO
Azusa Pacific University,California,CA
Babson College,Massachusetts,MA
Baker University,Kansas,KS
Bakersfield College,California,CA
Baldwin Wallace University,Ohio,OH
Ball State University,Indiana,IN
Baltimore City Community College,Maryland,MD
Baptist Bible College,Missouri,MO
Baptist College of Florida,Florida,FL
Baptist College of Health Sciences,Tennessee,TN
Baptist Missionary Association Theological Seminary,Texas,TX
Baptist University of the Americas,Texas,TX
Barclay College,Kansas,KS
Bard College,New York,NY
Bard College at Simon's Rock,Massachusetts,MA
Barnard College,New York,NY
Barry University,Florida,FL
Barstow Community College,California,CA
Barton College,North Carolina,NC
Barton County Community College,Kansas,KS
Bastyr University,Washington,WA
Bates College,Maine,ME
Bates Technical College,Washington,WA
Baton Rouge Community College,Louisiana,LA
Bay College,Michigan,MI
Bay Mills Community College,Michigan,MI
Bay Path University,Massachusetts,MA
Bay State College,Massachusetts,MA
Bayamon Central University,,PR
Baylor University,Texas,TX
Beacon College,Florida,FL
Beaufort County Community College,North Carolina,NC
Becker College,Massachusetts,MA
Beckfield College,Kentucky,KY
Beis Medrash Heichal Dovid,New York,NY
Belhaven University,Mississippi,MS
Bellarmine University,Kentucky,KY
Bellevue College,Washington,WA
Bellevue University,Nebraska,NE
Bellin College,Wisconsin,WI
Bellingham Technical College,Washington,WA
Belmont Abbey College,North Carolina,NC
Belmont College,Ohio,OH
Belmont University,Tennessee,TN
Beloit College,Wisconsin,WI
Bemidji State University,Minnesota,MN
Benedict College,South Carolina,SC
Benedictine College,Kansas,KS
Benedictine University,Illinois,IL
Benjamin Franklin Institute of Technology,Massachusetts,MA
Bennett College for Women,North Carolina,NC
Bennington College,Vermont,VT
Bentley University,Massachusetts,MA
Berea College,Kentucky,KY
Bergen Community College,New Jersey,NJ
Bergin University of Canine Studies,California,CA
Berkeley City College,California,CA
Berklee College of Music,Massachusetts,MA
Berkshire Community College,Massachusetts,MA
Berry College,Georgia,GA
Beth Hatalmud Rabbinical College,New York,NY
Beth Medrash Govoha,New Jersey,NJ
Bethany College,Kansas,KS
Bethany College,West Virginia,WV
Bethany Lutheran College,Minnesota,MN
Bethel College,Indiana,IN
Bethel College,Kansas,KS
Bethel University,Tennessee,TN
Bethel University,Minnesota,MN
Bethesda University of California,California,CA
Bethune-Cookman University,Florida,FL
Beulah Heights University,Georgia,GA
Beverly Hills Design Institute,California,CA
Bevill State Community College,Alabama,AL
Big Bend Community College,Washington,WA
Big Sandy Community and Technical College,Kentucky,KY
Biola University,California,CA
Birmingham-Southern College,Alabama,AL
Bishop State Community College,Alabama,AL
Bismarck State College,North Dakota,ND
Black Hawk College,Illinois,IL
Black Hills State University,South Dakota,SD
Black River Technical College,Arkansas,AR
Blackburn College,Illinois,IL
Blackfeet Community College,Montana,MT
Blackhawk Technical College,Wisconsin,WI
Bladen Community College,North Carolina,NC
Blessing-Rieman College of Nursing & Health Sciences,Illinois,IL
Blinn College,Texas,TX
Bloomfield College,New Jersey,NJ
Bloomsburg University of Pennsylvania,Pennsylvania,PA
Blue Mountain College,Mississippi,MS
Blue Mountain Community College,Oregon,OR
Blue Ridge Community and Technical College,West Virginia,WV
Blue Ridge Community College,North Carolina,NC
Blue Ridge Community College,Virginia,VA
Bluefield College,Virginia,VA
Bluefield State College,West Virginia,WV
Bluegrass Community and Technical College,Kentucky,KY
Bluffton University,Ohio,OH
Bob Jones University,South Carolina,SC
Boise Bible College,Idaho,ID
Boise State University,Idaho,ID
Bolivar Technical College,Missouri,MO
Boricua College,New York,NY
Bossier Parish Community College,Louisiana,LA
Boston Architectural College,Massachusetts,MA
Boston Baptist College,Massachusetts,MA
Boston College,Massachusetts,MA
Boston Conservatory at Berklee,Massachusetts,MA
Boston University,Massachusetts,MA
Bowdoin College,Maine,ME
Bowie State University,Maryland,MD
Bowling Green State University,Ohio,OH
Bowling Green State University: Firelands College,Ohio,OH
Bradley University,Illinois,IL
Brandeis University,Massachusetts,MA
Brandman University,California,CA
Brazosport College,Texas,TX
Brenau University,Georgia,GA
Brescia University,Kentucky,KY
Brevard College,North Carolina,NC
Brewton-Parker College,Georgia,GA
Briar Cliff University,Iowa,IA
BridgeValley Community and Technical College,West Virginia,WV
Bridgewater College,Virginia,VA
Bridgewater State University,Massachusetts,MA
Brigham Young University,Utah,UT
Brigham Young University-Hawaii,Hawaii,HI
Brigham Young University-Idaho,Idaho,ID
Bristol Community College,Massachusetts,MA
Brookdale Community College,New Jersey,NJ
Brookhaven College,Texas,TX
Broome Community College,New York,NY
Broward College,Florida,FL
Brown University,Rhode Island,RI
Brunswick Community College,North Carolina,NC
Bryan College of Health Sciences,Nebraska,NE
Bryan College: Dayton,Tennessee,TN
Bryan University: Rogers,Arkansas,AR
Bryant University,Rhode Island,RI
Bryn Athyn College,Pennsylvania,PA
Bryn Mawr College,Pennsylvania,PA
Bucknell University,Pennsylvania,PA
Bucks County Community College,Pennsylvania,PA
Buena Vista University,Iowa,IA
Bunker Hill Community College,Massachusetts,MA
Butler Community College,Kansas,KS
Butler County Community College,Pennsylvania,PA
Butler University,Indiana,IN
Butte College,California,CA
Cabarrus College of Health Sciences,North Carolina,NC
Cabrillo College,California,CA
Cabrini University,Pennsylvania,PA
Cairn University,Pennsylvania,PA
Caldwell Community College and Technical Institute,North Carolina,NC
Caldwell University,New Jersey,NJ
Calhoun Community College,Alabama,AL
California Baptist University,California,CA
California Christian College,California,CA
California Coast University,California,CA
California College of the Arts,California,CA
California Institute of Integral Studies,California,CA
California Institute of Technology,California,CA
California Institute of the Arts,California,CA
California Lutheran University,California,CA
California Maritime Academy,California,CA
California Miramar University,California,CA
California Northstate University College of Health Sciences,California,CA
California Polytechnic State University: San Luis Obispo,California,CA
California State Polytechnic University: Pomona,California,CA
California State University: Bakersfield,California,CA
California State University: Channel Islands,California,CA
California State University: Chico,California,CA
California State University: Dominguez Hills,California,CA
California State University: East Bay,California,CA
California State University: Fresno,California,CA
California State University: Fullerton,California,CA
California State University: Long Beach,California,CA
California State University: Los Angeles,California,CA
California State University: Monterey Bay,California,CA
California State University: Northridge,California,CA
California State University: Sacramento,California,CA
California State University: San Bernardino,California,CA
California State University: San Marcos,California,CA
California State University: Stanislaus,California,CA
California University of Management and Sciences,California,CA
California University of Pennsylvania,Pennsylvania,PA
Calumet College of St. Joseph,Indiana,IN
Calvary University,Missouri,MO
Calvin College,Michigan,MI
Cambridge College,Massachusetts,MA
Camden County College,New Jersey,NJ
Cameron University,Oklahoma,OK
Campbell University,North Carolina,NC
Campbellsville University,Kentucky,KY
Canada College,California,CA
Canisius College,New York,NY
Cankdeska Cikana Community College,North Dakota,ND
Cape Cod Community College,Massachusetts,MA
Cape Fear Community College,North Carolina,NC
Capella University,Minnesota,MN
Capital Community College,Connecticut,CT
Capital University,Ohio,OH
Capitol Technology University,Maryland,MD
Cardinal Stritch University,Wisconsin,WI
Career College of Northern Nevada,Nevada,NV
Careers Unlimited,Utah,UT
Caribbean University,,PR
Carl Albert State College,Oklahoma,OK
Carl Sandburg College,Illinois,IL
Carleton College,Minnesota,MN
Carlos Albizu University,Florida,FL
Carlos Albizu University: San Juan,,PR
Carlow University,Pennsylvania,PA
Carnegie Mellon University,Pennsylvania,PA
Carolina Christian College,North Carolina,NC
Carroll College,Montana,MT
Carroll Community College,Maryland,MD
Carroll University,Wisconsin,WI
Carson-Newman University,Tennessee,TN
Carteret Community College,North Carolina,NC
Carthage College,Wisconsin,WI
Carver College,Georgia,GA
Cascadia College,Washington,WA
Case Western Reserve University,Ohio,OH
Casper College,Wyoming,WY
Castleton University,Vermont,VT
Catawba College,North Carolina,NC
Catawba Valley Community College,North Carolina,NC
Catholic Distance University,West Virginia,WV
Catholic University of America,,DC
Cayuga Community College,New York,NY
Cazenovia College,New York,NY
Cecil College,Maryland,MD
Cedar Crest College,Pennsylvania,PA
Cedar Valley College,Texas,TX
Cedarville University,Ohio,OH
Centenary College of Louisiana,Louisiana,LA
Centenary University,New Jersey,NJ
Central Alabama Community College,Alabama,AL
Central Arizona College,Arizona,AZ
Central Baptist College,Arkansas,AR
Central Carolina Community College,North Carolina,NC
Central Carolina Technical College,South Carolina,SC
Central Christian College of Kansas,Kansas,KS
Central College,Iowa,IA
Central Community College,Nebraska,NE
Central Connecticut State University,Connecticut,CT
Central Georgia Technical College,Georgia,GA
Central Lakes College,Minnesota,MN
Central Maine Community College,Maine,ME
Central Methodist University,Missouri,MO
Central Michigan University,Michigan,MI
Central New Mexico Community College,New Mexico,NM
Central Ohio Technical College,Ohio,OH
Central Oregon Community College,Oregon,OR
Central Penn College,Pennsylvania,PA
Central Piedmont Community College,North Carolina,NC
Central State University,Ohio,OH
Central Texas College,Texas,TX
Central Virginia Community College,Virginia,VA
Central Washington University,Washington,WA
Central Wyoming College,Wyoming,WY
Central Yeshiva Tomchei Tmimim-Lubavitch,New York,NY
Centralia College,Washington,WA
Centre College,Kentucky,KY
Century College,Minnesota,MN
Cerritos College,California,CA
Cerro Coso Community College,California,CA
Chabot College,California,CA
Chadron State College,Nebraska,NE
Chaffey College,California,CA
Chamberlain College Of Nursing: Tinley Park,Illinois,IL
Chaminade University of Honolulu,Hawaii,HI
Champlain College,Vermont,VT
Chandler-Gilbert Community College,Arizona,AZ
Chapman University,California,CA
Charles R Drew University of Medicine and Science,California,CA
Charleston Southern University,South Carolina,SC
Charlotte Christian College and Theological Seminary,North Carolina,NC
Charter Oak State College,Connecticut,CT
Chatfield College,Ohio,OH
Chatham University,Pennsylvania,PA
Chattahoochee Technical College,Georgia,GA
Chattahoochee Valley Community College,Alabama,AL
Chattanooga State Community College,Tennessee,TN
Chemeketa Community College,Oregon,OR
Chesapeake College,Maryland,MD
Chestnut Hill College,Pennsylvania,PA
Cheyney University of Pennsylvania,Pennsylvania,PA
Chicago State University,Illinois,IL
Chief Dull Knife College,Montana,MT
Chipola College,Florida,FL
Chippewa Valley Technical College,Wisconsin,WI
Chowan University,North Carolina,NC
Christendom College,Virginia,VA
Christian Brothers University,Tennessee,TN
Christopher Newport University,Virginia,VA
Cincinnati Christian University,Ohio,OH
Cincinnati College of Mortuary Science,Ohio,OH
Cincinnati State Technical and Community College,Ohio,OH
Cisco College,Texas,TX
Citrus College,California,CA
City College of San Francisco,California,CA
City Colleges of Chicago: Harold Washington College,Illinois,IL
City Colleges of Chicago: Harry S. Truman College,Illinois,IL
City Colleges of Chicago: Kennedy-King College,Illinois,IL
City Colleges of Chicago: Malcolm X College,Illinois,IL
City Colleges of Chicago: Olive-Harvey College,Illinois,IL
City Colleges of Chicago: Richard J. Daley College,Illinois,IL
City Colleges of Chicago: Wilbur Wright College,Illinois,IL
City University of New York: Baruch College,New York,NY
City University of New York: Borough of Manhattan Community College,New York,NY
City University of New York: Bronx Community College,New York,NY
City University of New York: Brooklyn College,New York,NY
City University of New York: City College,New York,NY
City University of New York: College of Staten Island,New York,NY
City University of New York: Guttman Community College,New York,NY
City University of New York: Hostos Community College,New York,NY
City University of New York: Hunter College,New York,NY
City University of New York: John Jay College of Criminal Justice,New York,NY
City University of New York: Kingsborough Community College,New York,NY
City University of New York: LaGuardia Community College,New York,NY
City University of New York: Lehman College,New York,NY
City University of New York: Medgar Evers College,New York,NY
City University of New York: New York City College of Technology,New York,NY
City University of New York: Queens College,New York,NY
City University of New York: Queensborough Community College,New York,NY
City University of New York: York College,New York,NY
Clackamas Community College,Oregon,OR
Claflin University,South Carolina,SC
Claremont McKenna College,California,CA
Clarendon College,Texas,TX
Clarion University of Pennsylvania,Pennsylvania,PA
Clark Atlanta University,Georgia,GA
Clark College,Washington,WA
Clark State Community College,Ohio,OH
Clark University,Massachusetts,MA
Clarke University,Iowa,IA
Clarks Summit University,Pennsylvania,PA
Clarkson College,Nebraska,NE
Clarkson University,New York,NY
Clatsop Community College,Oregon,OR
Clayton State University,Georgia,GA
Clear Creek Baptist Bible College,Kentucky,KY
Cleary University,Michigan,MI
Clemson University,South Carolina,SC
Cleveland Community College,North Carolina,NC
Cleveland Institute of Art,Ohio,OH
Cleveland Institute of Music,Ohio,OH
Cleveland State Community College,Tennessee,TN
Cleveland State University,Ohio,OH
Clinton College,South Carolina,SC
Clinton Community College,Iowa,IA
Clinton Community College,New York,NY
Cloud County Community College,Kansas,KS
Clover Park Technical College,Washington,WA
Clovis Community College,New Mexico,NM
Coahoma Community College,Mississippi,MS
Coastal Alabama Community College,Alabama,AL
Coastal Bend College,Texas,TX
Coastal Carolina Community College,North Carolina,NC
Coastal Carolina University,South Carolina,SC
Coastal Pines Technical College,Georgia,GA
Coastline Community College,California,CA
Cochise College,Arizona,AZ
Cochran School of Nursing,New York,NY
Coconino County Community College,Arizona,AZ
Coe College,Iowa,IA
Coffeyville Community College,Kansas,KS
Cogswell Polytechnical College,California,CA
Coker College,South Carolina,SC
Colby College,Maine,ME
Colby Community College,Kansas,KS
Colby-Sawyer College,New Hampshire,NH
Coleman University,California,CA
Colgate University,New York,NY
College for Creative Studies,Michigan,MI
College of Alameda,California,CA
College of Biblical Studies-Houston,Texas,TX
College of Business and Technology: Flagler,Florida,FL
College of Business and Technology: Hialeah,Florida,FL
College of Business and Technology: Miami Gardens,Florida,FL
College of Central Florida,Florida,FL
College of Charleston,South Carolina,SC
College of Coastal Georgia,Georgia,GA
College of Court Reporting,Indiana,IN
College of DuPage,Illinois,IL
College of Eastern Idaho,Idaho,ID
College of Idaho,Idaho,ID
College of Lake County,Illinois,IL
College of Marin,California,CA
College of Menominee Nation,Wisconsin,WI
College of Mount St. Vincent,New York,NY
College of New Rochelle,New York,NY
College of Saint Mary,Nebraska,NE
College of Saint Rose,New York,NY
College of San Mateo,California,CA
College of Southern Idaho,Idaho,ID
College of Southern Maryland,Maryland,MD
College of Southern Nevada,Nevada,NV
College of St. Benedict,Minnesota,MN
College of St. Elizabeth,New Jersey,NJ
College of St. Joseph in Vermont,Vermont,VT
College of St. Scholastica,Minnesota,MN
College of the Albemarle,North Carolina,NC
College of the Atlantic,Maine,ME
College of the Canyons,California,CA
College of the Desert,California,CA
College of the Holy Cross,Massachusetts,MA
College of the Mainland,Texas,TX
College of the Muscogee Nation,Oklahoma,OK
College of the Ouachitas,Arkansas,AR
College of the Ozarks,Missouri,MO
College of the Redwoods,California,CA
College of the Sequoias,California,CA
College of the Siskiyous,California,CA
College of Westchester,New York,NY
College of Western Idaho,Idaho,ID
College of William and Mary,Virginia,VA
College of Wooster,Ohio,OH
Collin County Community College District,Texas,TX
Colorado Christian University,Colorado,CO
Colorado College,Colorado,CO
Colorado Mesa University,Colorado,CO
Colorado Mountain College,Colorado,CO
Colorado Northwestern Community College,Colorado,CO
Colorado School of Healing Arts,Colorado,CO
Colorado School of Mines,Colorado,CO
Colorado School of Trades,Colorado,CO
Colorado State University,Colorado,CO
Colorado State University - Global Campus,Colorado,CO
Colorado State University: Pueblo,Colorado,CO
Columbia Basin College,Washington,WA
Columbia Central University: Yauco,,PR
Columbia College,South Carolina,SC
Columbia College,Missouri,MO
Columbia College,California,CA
Columbia College Chicago,Illinois,IL
Columbia College Hollywood,California,CA
Columbia College of Nursing,Wisconsin,WI
Columbia International University,South Carolina,SC
Columbia Southern University,Alabama,AL
Columbia State Community College,Tennessee,TN
Columbia University,New York,NY
Columbia University: School of General Studies,New York,NY
Columbia-Greene Community College,New York,NY
Columbus College of Art and Design,Ohio,OH
Columbus State Community College,Ohio,OH
Columbus State University,Georgia,GA
Columbus Technical College,Georgia,GA
Commonwealth Institute of Funeral Service,Texas,TX
Commonwealth Technical Institute,Pennsylvania,PA
Community College of Allegheny County,Pennsylvania,PA
Community College of Aurora,Colorado,CO
Community College of Baltimore County,Maryland,MD
Community College of Beaver County,Pennsylvania,PA
Community College of Denver,Colorado,CO
Community College of Philadelphia,Pennsylvania,PA
Community College of Rhode Island,Rhode Island,RI
Community College of Vermont,Vermont,VT
Conception Seminary College,Missouri,MO
Concord University,West Virginia,WV
Concordia College,New York,NY
Concordia College,Alabama,AL
Concordia College: Moorhead,Minnesota,MN
Concordia University,Michigan,MI
Concordia University,Oregon,OR
Concordia University,Nebraska,NE
Concordia University Chicago,Illinois,IL
Concordia University Irvine,California,CA
Concordia University St. Paul,Minnesota,MN
Concordia University Texas,Texas,TX
Concordia University Wisconsin,Wisconsin,WI
Connecticut College,Connecticut,CT
Connors State College,Oklahoma,OK
Conservatory of Music of Puerto Rico,,PR
Contra Costa College,California,CA
Converse College,South Carolina,SC
Cooper Union for the Advancement of Science and Art,New York,NY
Copiah-Lincoln Community College,Mississippi,MS
Copper Mountain College,California,CA
Coppin State University,Maryland,MD
Corban University,Oregon,OR
Cornell College,Iowa,IA
Cornell University,New York,NY
Cornerstone University,Michigan,MI
Corning Community College,New York,NY
Cornish College of the Arts,Washington,WA
Cossatot Community College of the University of Arkansas,Arkansas,AR
Cosumnes River College,California,CA
Cottey College,Missouri,MO
County College of Morris,New Jersey,NJ
Covenant College,Georgia,GA
Cowley County Community College,Kansas,KS
Cox College,Missouri,MO
Crafton Hills College,California,CA
Craven Community College,North Carolina,NC
Creative Center,Nebraska,NE
Creighton University,Nebraska,NE
Criswell College,Texas,TX
Crossroads Bible College,Indiana,IN
Crowder College,Missouri,MO
Crowley's Ridge College,Arkansas,AR
Crown College,Minnesota,MN
Cuesta College,California,CA
Culinary Institute LeNotre,Texas,TX
Culinary Institute of America,New York,NY
Culver-Stockton College,Missouri,MO
Cumberland County College,New Jersey,NJ
Cumberland University,Tennessee,TN
Curry College,Massachusetts,MA
Cuyahoga Community College,Ohio,OH
Cuyamaca College,California,CA
Cypress College,California,CA
D'Youville College,New York,NY
Dabney S. Lancaster Community College,Virginia,VA
Daemen College,New York,NY
Dakota College at Bottineau,North Dakota,ND
Dakota County Technical College,Minnesota,MN
Dakota State University,South Dakota,SD
Dakota Wesleyan University,South Dakota,SD
Dallas Baptist University,Texas,TX
Dallas Christian College,Texas,TX
Dallas Institute of Funeral Service,Texas,TX
Dalton State College,Georgia,GA
Danville Area Community College,Illinois,IL
Danville Community College,Virginia,VA
Dartmouth College,New Hampshire,NH
Davenport University,Michigan,MI
Davidson College,North Carolina,NC
Davidson County Community College,North Carolina,NC
Davis and Elkins College,West Virginia,WV
Davis College,New York,NY
Dawson Community College,Montana,MT
Daytona State College,Florida,FL
De Anza College,California,CA
Dean College,Massachusetts,MA
Defiance College,Ohio,OH
Del Mar College,Texas,TX
Delaware College of Art and Design,Delaware,DE
Delaware County Community College,Pennsylvania,PA
Delaware State University,Delaware,DE
Delaware Technical Community College: Jack F. Owens Campus,Delaware,DE
Delaware Technical Community College: Stanton/Wilmington Campus,Delaware,DE
Delaware Technical Community College: Terry Campus,Delaware,DE
Delaware Valley University,Pennsylvania,PA
Delgado Community College,Louisiana,LA
Delta College,Michigan,MI
Delta State University,Mississippi,MS
Denison University,Ohio,OH
Denmark Technical College,South Carolina,SC
DePaul University,Illinois,IL
DePauw University,Indiana,IN
Des Moines Area Community College,Iowa,IA
DeSales University,Pennsylvania,PA
Design Institute of San Diego,California,CA
Diablo Valley College,California,CA
Dickinson College,Pennsylvania,PA
Dickinson State University,North Dakota,ND
DigiPen Institute of Technology,Washington,WA
Dillard University,Louisiana,LA
Dine College,Arizona,AZ
Divine Word College,Iowa,IA
Dixie State University,Utah,UT
Doane University,Nebraska,NE
Dodge City Community College,Kansas,KS
Dominican College of Blauvelt,New York,NY
Dominican University,Illinois,IL
Dominican University of California,California,CA
Dona Ana Community College of New Mexico State University,New Mexico,NM
Donnelly College,Kansas,KS
Dordt College,Iowa,IA
Drake University,Iowa,IA
Drew University,New Jersey,NJ
Drexel University,Pennsylvania,PA
Drury University,Missouri,MO
Duke University,North Carolina,NC
Duquesne University,Pennsylvania,PA
Durham Technical Community College,North Carolina,NC
Dutchess Community College,New York,NY
Dyersburg State Community College,Tennessee,TN
Earlham College,Indiana,IN
East Arkansas Community College,Arkansas,AR
East Carolina University,North Carolina,NC
East Central College,Missouri,MO
East Central Community College,Mississippi,MS
East Central University,Oklahoma,OK
East Georgia State College,Georgia,GA
East Los Angeles College,California,CA
East Mississippi Community College,Mississippi,MS
East Stroudsburg University of Pennsylvania,Pennsylvania,PA
East Tennessee State University,Tennessee,TN
East Texas Baptist University,Texas,TX
East-West University,Illinois,IL
Eastern Arizona College,Arizona,AZ
Eastern Connecticut State University,Connecticut,CT
Eastern Florida State College,Florida,FL
Eastern Gateway Community College,Ohio,OH
Eastern Illinois University,Illinois,IL
Eastern International College,New Jersey,NJ
Eastern Kentucky University,Kentucky,KY
Eastern Maine Community College,Maine,ME
Eastern Mennonite University,Virginia,VA
Eastern Michigan University,Michigan,MI
Eastern Nazarene College,Massachusetts,MA
Eastern New Mexico University,New Mexico,NM
Eastern New Mexico University: Roswell,New Mexico,NM
Eastern Oklahoma State College,Oklahoma,OK
Eastern Oregon University,Oregon,OR
Eastern Shore Community College,Virginia,VA
Eastern University,Pennsylvania,PA
Eastern Washington University,Washington,WA
Eastern West Virginia Community and Technical College,West Virginia,WV
Eastern Wyoming College,Wyoming,WY
Eastfield College,Texas,TX
Eastman School of Music of the University of Rochester,New York,NY
Ecclesia College,Arkansas,AR
Eckerd College,Florida,FL
ECPI University,Virginia,VA
Edgecombe Community College,North Carolina,NC
Edgewood College,Wisconsin,WI
EDIC College,,PR
Edinboro University of Pennsylvania,Pennsylvania,PA
Edison State Community College,Ohio,OH
Edmonds Community College,Washington,WA
EDP University of Puerto Rico: San Sebastian,,PR
Edward Waters College,Florida,FL
El Camino College,California,CA
El Centro College,Texas,TX
El Paso Community College,Texas,TX
Elgin Community College,Illinois,IL
Elizabeth City State University,North Carolina,NC
Elizabethtown College,Pennsylvania,PA
Elizabethtown Community and Technical College,Kentucky,KY
Ellsworth Community College,Iowa,IA
Elmhurst College,Illinois,IL
Elmira Business Institute,New York,NY
Elmira Business Institute: Vestal,New York,NY
Elmira College,New York,NY
Elms College,Massachusetts,MA
Elon University,North Carolina,NC
Embry-Riddle Aeronautical University: Daytona Beach Campus,Florida,FL
Embry-Riddle Aeronautical University: Prescott Campus,Arizona,AZ
Embry-Riddle Aeronautical University: Worldwide Campus,Florida,FL
Emerson College,Massachusetts,MA
Emmanuel College,Georgia,GA
Emmanuel College,Massachusetts,MA
Emmaus Bible College,Iowa,IA
Emory & Henry College,Virginia,VA
Emory University,Georgia,GA
Empire College,California,CA
Emporia State University,Kansas,KS
Endicott College,Massachusetts,MA
Enterprise State Community College,Alabama,AL
Erie Community College,New York,NY
Erskine College,South Carolina,SC
Escuela de Artes Plasticas de Puerto Rico,,PR
Essex County College,New Jersey,NJ
Estrella Mountain Community College,Arizona,AZ
ETI Technical College of Niles,Ohio,OH
Eugene Lang College The New School for Liberal Arts,New York,NY
Eureka College,Illinois,IL
Evangel University,Missouri,MO
Everett Community College,Washington,WA
Everglades University,Florida,FL
Evergreen State College,Washington,WA
Evergreen Valley College,California,CA
Fairfield University,Connecticut,CT
Fairleigh Dickinson University: College at Florham,New Jersey,NJ
Fairleigh Dickinson University: Metropolitan Campus,New Jersey,NJ
